Entry	Entry name
Q9R1J3	Q9R1J3_MOUSE
A2ALM3	A2ALM3_MOUSE
Q330P3	Q330P3_MOUSE
E9PXB8	E9PXB8_MOUSE
E9PZC3	E9PZC3_MOUSE
A2ASR5	A2ASR5_MOUSE
G3UXE9	G3UXE9_MOUSE
G3UXY0	G3UXY0_MOUSE
Q8CGH2	Q8CGH2_MOUSE
S4R216	S4R216_MOUSE
D3Z401	D3Z401_MOUSE
Q8R3U3	Q8R3U3_MOUSE
D3Z315	D3Z315_MOUSE
Q7TRS4	Q7TRS4_MOUSE
Q3TQ85	Q3TQ85_MOUSE
Q3U6A3	Q3U6A3_MOUSE
D3Z6N5	D3Z6N5_MOUSE
Q6NXW1	Q6NXW1_MOUSE
Q692V2	Q692V2_MOUSE
F6Z4J2	F6Z4J2_MOUSE
Q5EBR0	Q5EBR0_MOUSE
Q9QY28	Q9QY28_MOUSE
Q58EU8	Q58EU8_MOUSE
I7ARF1	I7ARF1_MOUSE
Q6ZQ14	Q6ZQ14_MOUSE
B1AY87	B1AY87_MOUSE
Q9D1Y5	Q9D1Y5_MOUSE
F6U7V1	F6U7V1_MOUSE
Q921H2	Q921H2_MOUSE
F6QAV8	F6QAV8_MOUSE
Q3UTS3	Q3UTS3_MOUSE
Q3UU50	Q3UU50_MOUSE
A0A3Q4EBZ1	A0A3Q4EBZ1_MOUSE
E9PZX4	E9PZX4_MOUSE
Q19VH2	Q19VH2_MOUSE
G3UYW4	G3UYW4_MOUSE
Q3TXW2	Q3TXW2_MOUSE
A0A3Q4EG79	A0A3Q4EG79_MOUSE
A2AA72	A2AA72_MOUSE
Q569M6	Q569M6_MOUSE
D3YTN6	D3YTN6_MOUSE
A0A1L1SUF8	A0A1L1SUF8_MOUSE
Q8VHX3	Q8VHX3_MOUSE
A0A1L1SUW4	A0A1L1SUW4_MOUSE
F6VC78	F6VC78_MOUSE
F6X4N5	F6X4N5_MOUSE
E9Q569	E9Q569_MOUSE
Q149T8	Q149T8_MOUSE
Q31113	Q31113_MOUSE
Q8CD17	Q8CD17_MOUSE
Q61156	Q61156_MOUSE
Q3U5T3	Q3U5T3_MOUSE
Q6ZPX4	Q6ZPX4_MOUSE
A0A140LI86	A0A140LI86_MOUSE
Q3U3P6	Q3U3P6_MOUSE
A0AUM9	A0AUM9_MOUSE
E0CX21	E0CX21_MOUSE
F6R2Z5	F6R2Z5_MOUSE
Q8R067	Q8R067_MOUSE
Q8R2M7	Q8R2M7_MOUSE
Q8BQX9	Q8BQX9_MOUSE
Q8BY00	Q8BY00_MOUSE
E9Q966	E9Q966_MOUSE
B1AS81	B1AS81_MOUSE
E9Q1L1	E9Q1L1_MOUSE
B1AT36	B1AT36_MOUSE
A2AC07	A2AC07_MOUSE
Q3TQ86	Q3TQ86_MOUSE
Q3TV95	Q3TV95_MOUSE
Q3TSB4	Q3TSB4_MOUSE
Q3U1H7	Q3U1H7_MOUSE
F8WGT6	F8WGT6_MOUSE
Q3TX39	Q3TX39_MOUSE
Q8C2E3	Q8C2E3_MOUSE
Q3US73	Q3US73_MOUSE
Q3UT39	Q3UT39_MOUSE
E9PUL9	E9PUL9_MOUSE
B7ZCV4	B7ZCV4_MOUSE
Q05C55	Q05C55_MOUSE
B9EIT4	B9EIT4_MOUSE
B9EKN1	B9EKN1_MOUSE
Q9D9E3	Q9D9E3_MOUSE
Q8VC95	Q8VC95_MOUSE
Q811B0	Q811B0_MOUSE
B1AYE1	B1AYE1_MOUSE
Q8CJ25	Q8CJ25_MOUSE
Q31170	Q31170_MOUSE
C0IMX3	C0IMX3_MOUSE
C7ECU2	C7ECU2_MOUSE
A0A0R4J0S8	A0A0R4J0S8_MOUSE
A0A1L1SU27	A0A1L1SU27_MOUSE
A0A0R4J1U0	A0A0R4J1U0_MOUSE
A0A0A6YY22	A0A0A6YY22_MOUSE
A0A3B2WDC6	A0A3B2WDC6_MOUSE
A0A1C7ZN10	A0A1C7ZN10_MOUSE
Q3U7R9	Q3U7R9_MOUSE
Q3UGR3	Q3UGR3_MOUSE
Q3UIH5	Q3UIH5_MOUSE
A2AWH8	A2AWH8_MOUSE
A0A140LJA9	A0A140LJA9_MOUSE
Q8K4U7	Q8K4U7_MOUSE
Q8K542	Q8K542_MOUSE
B0R0E8	B0R0E8_MOUSE
D3Z676	D3Z676_MOUSE
D3Z6E0	D3Z6E0_MOUSE
Q99PN8	Q99PN8_MOUSE
Q9CVQ5	Q9CVQ5_MOUSE
O70313	O70313_MOUSE
Q6PFC8	Q6PFC8_MOUSE
E0CXT0	E0CXT0_MOUSE
Q3V2N8	Q3V2N8_MOUSE
B0R0C6	B0R0C6_MOUSE
D3Z3R3	D3Z3R3_MOUSE
D3Z7Q6	D3Z7Q6_MOUSE
H6UK62	H6UK62_MOUSE
E9Q7G1	E9Q7G1_MOUSE
Q3TJJ6	Q3TJJ6_MOUSE
A0A1W2P736	A0A1W2P736_MOUSE
H3BJ02	H3BJ02_MOUSE
A0A0U1RPU4	A0A0U1RPU4_MOUSE
Q8BQ28	Q8BQ28_MOUSE
E0CYL0	E0CYL0_MOUSE
Q5SWU3	Q5SWU3_MOUSE
Q8BTC0	Q8BTC0_MOUSE
Q9WVP3	Q9WVP3_MOUSE
A0A0A0MQA3	A0A0A0MQA3_MOUSE
Z4YLG3	Z4YLG3_MOUSE
Q8BQL7	Q8BQL7_MOUSE
Q3V456	Q3V456_MOUSE
Q3TAC6	Q3TAC6_MOUSE
E0CXU3	E0CXU3_MOUSE
E9Q3A0	E9Q3A0_MOUSE
Q9D0C0	Q9D0C0_MOUSE
A4VCH7	A4VCH7_MOUSE
D3Z7F1	D3Z7F1_MOUSE
O89083	O89083_MOUSE
Q7TRL7	Q7TRL7_MOUSE
Q3TH80	Q3TH80_MOUSE
D3Z6A8	D3Z6A8_MOUSE
A0A0G2JG15	A0A0G2JG15_MOUSE
E9PYI0	E9PYI0_MOUSE
B2RR23	B2RR23_MOUSE
Q925V3	Q925V3_MOUSE
V9GX28	V9GX28_MOUSE
A0A075DCF9	A0A075DCF9_MOUSE
B0R058	B0R058_MOUSE
Q27ZI9	Q27ZI9_MOUSE
Q497E1	Q497E1_MOUSE
A0A2X0U4P8	A0A2X0U4P8_MOUSE
E9PUE0	E9PUE0_MOUSE
Q8VDE3	Q8VDE3_MOUSE
Q7TRC8	Q7TRC8_MOUSE
Q80X48	Q80X48_MOUSE
Q8BNI3	Q8BNI3_MOUSE
E9Q2R6	E9Q2R6_MOUSE
O08636	O08636_MOUSE
A0A2I3BPC1	A0A2I3BPC1_MOUSE
A0A1D5RLH7	A0A1D5RLH7_MOUSE
Q8BM18	Q8BM18_MOUSE
B8JK43	B8JK43_MOUSE
Q3TBE1	Q3TBE1_MOUSE
Q3SXH5	Q3SXH5_MOUSE
Q71V77	Q71V77_MOUSE
A2AD97	A2AD97_MOUSE
A2AJS1	A2AJS1_MOUSE
A0A0R4J1R5	A0A0R4J1R5_MOUSE
A2BHN9	A2BHN9_MOUSE
A0A1L1SQ41	A0A1L1SQ41_MOUSE
Q69ZA3	Q69ZA3_MOUSE
Q3UJU6	Q3UJU6_MOUSE
Q8C663	Q8C663_MOUSE
A0A1Y7VNX8	A0A1Y7VNX8_MOUSE
Q8VGP7	Q8VGP7_MOUSE
E9PWP1	E9PWP1_MOUSE
H7BX99	H7BX99_MOUSE
A2AS05	A2AS05_MOUSE
F8WGM3	F8WGM3_MOUSE
A0A1W2P7C7	A0A1W2P7C7_MOUSE
A2ATS6	A2ATS6_MOUSE
B2FDH0	B2FDH0_MOUSE
Q3TCW3	Q3TCW3_MOUSE
B7ZBY0	B7ZBY0_MOUSE
S4R1X8	S4R1X8_MOUSE
Q8VFJ6	Q8VFJ6_MOUSE
Q8C1J4	Q8C1J4_MOUSE
Q5NCI3	Q5NCI3_MOUSE
E9Q9G1	E9Q9G1_MOUSE
E9Q9N9	E9Q9N9_MOUSE
G3UYP0	G3UYP0_MOUSE
B2RUH8	B2RUH8_MOUSE
Q3U1B7	Q3U1B7_MOUSE
Q3TZP3	Q3TZP3_MOUSE
E9PXV8	E9PXV8_MOUSE
E0CXW7	E0CXW7_MOUSE
E9PUJ3	E9PUJ3_MOUSE
G3UXU1	G3UXU1_MOUSE
A0A0N4SVP4	A0A0N4SVP4_MOUSE
Q14BV9	Q14BV9_MOUSE
Q4FZ94	Q4FZ94_MOUSE
A0A2Z4SXU7	A0A2Z4SXU7_MOUSE
C9K0Z8	C9K0Z8_MOUSE
A0A1C7CYU5	A0A1C7CYU5_MOUSE
A0A0J9YUB2	A0A0J9YUB2_MOUSE
Q3TNU6	Q3TNU6_MOUSE
Q60907	Q60907_MOUSE
Q8C0J8	Q8C0J8_MOUSE
Q3UN55	Q3UN55_MOUSE
Q3UPE8	Q3UPE8_MOUSE
Q91VJ9	Q91VJ9_MOUSE
Q9QXB3	Q9QXB3_MOUSE
D3K2X3	D3K2X3_MOUSE
Q64502	Q64502_MOUSE
D3YVP6	D3YVP6_MOUSE
S4R1P5	S4R1P5_MOUSE
D3YW14	D3YW14_MOUSE
D3Z045	D3Z045_MOUSE
Q8R199	Q8R199_MOUSE
Q3US05	Q3US05_MOUSE
Q683Y8	Q683Y8_MOUSE
Q3TIV3	Q3TIV3_MOUSE
Q9D0H1	Q9D0H1_MOUSE
Q8BND1	Q8BND1_MOUSE
Q3U1A5	Q3U1A5_MOUSE
Q3TDH8	Q3TDH8_MOUSE
Q3V317	Q3V317_MOUSE
G3UXX4	G3UXX4_MOUSE
I6L9H1	I6L9H1_MOUSE
E9Q0E7	E9Q0E7_MOUSE
Q3U7B3	Q3U7B3_MOUSE
Q3UB30	Q3UB30_MOUSE
A0A0A0MQJ1	A0A0A0MQJ1_MOUSE
Q8CF35	Q8CF35_MOUSE
Q8K4W1	Q8K4W1_MOUSE
Q3UHH6	Q3UHH6_MOUSE
Q8BPI5	Q8BPI5_MOUSE
Q9CUG0	Q9CUG0_MOUSE
B2RWZ5	B2RWZ5_MOUSE
Q3TDV9	Q3TDV9_MOUSE
Q3UX51	Q3UX51_MOUSE
Q8BY54	Q8BY54_MOUSE
B2RUI9	B2RUI9_MOUSE
A8IP90	A8IP90_MOUSE
J3KMH5	J3KMH5_MOUSE
F6TQW2	F6TQW2_MOUSE
Q5XQK8	Q5XQK8_MOUSE
Q6UQ03	Q6UQ03_MOUSE
Q6W078	Q6W078_MOUSE
Q3UFT6	Q3UFT6_MOUSE
Q91YK6	Q91YK6_MOUSE
Q3U5N2	Q3U5N2_MOUSE
K7TDP3	K7TDP3_MOUSE
A6PWR8	A6PWR8_MOUSE
Q3UR45	Q3UR45_MOUSE
Q61064	Q61064_MOUSE
Q8QZU5	Q8QZU5_MOUSE
Q7TNG9	Q7TNG9_MOUSE
Q925P8	Q925P8_MOUSE
Q18PJ2	Q18PJ2_MOUSE
D3YUZ2	D3YUZ2_MOUSE
Q31216	Q31216_MOUSE
Q3TU52	Q3TU52_MOUSE
Q3TE23	Q3TE23_MOUSE
Q8CH22	Q8CH22_MOUSE
F7B303	F7B303_MOUSE
Q3UYE0	Q3UYE0_MOUSE
B9EK92	B9EK92_MOUSE
Q80VD9	Q80VD9_MOUSE
Q6ZZ98	Q6ZZ98_MOUSE
B2RXU0	B2RXU0_MOUSE
B1AX33	B1AX33_MOUSE
E0CXW3	E0CXW3_MOUSE
Q3UNL5	Q3UNL5_MOUSE
U3RF68	U3RF68_MOUSE
Q3TPN5	Q3TPN5_MOUSE
Q7TRD4	Q7TRD4_MOUSE
Q91YT9	Q91YT9_MOUSE
E0CZE7	E0CZE7_MOUSE
Q99JX6	Q99JX6_MOUSE
B2KF84	B2KF84_MOUSE
F6ZED4	F6ZED4_MOUSE
F8WGE0	F8WGE0_MOUSE
A2AUK7	A2AUK7_MOUSE
E9Q810	E9Q810_MOUSE
A2ABY0	A2ABY0_MOUSE
B7U9H3	B7U9H3_MOUSE
A2AWK6	A2AWK6_MOUSE
A2AJP5	A2AJP5_MOUSE
A0A140T8R4	A0A140T8R4_MOUSE
E9QKD9	E9QKD9_MOUSE
Q6P5G2	Q6P5G2_MOUSE
A0A0B6VJJ9	A0A0B6VJJ9_MOUSE
Q8BZ68	Q8BZ68_MOUSE
Q8CAU3	Q8CAU3_MOUSE
A0A0N4SUM2	A0A0N4SUM2_MOUSE
A0A0R4J2C3	A0A0R4J2C3_MOUSE
Q9D6F6	Q9D6F6_MOUSE
A0A3B2W7R0	A0A3B2W7R0_MOUSE
A0A3B2WCD3	A0A3B2WCD3_MOUSE
A0A1Y7VJ19	A0A1Y7VJ19_MOUSE
Q8R3M4	Q8R3M4_MOUSE
A0A141CM51	A0A141CM51_MOUSE
F2WWK5	F2WWK5_MOUSE
E9Q9C2	E9Q9C2_MOUSE
Q80ZI8	Q80ZI8_MOUSE
Q925M6	Q925M6_MOUSE
Q9CVV0	Q9CVV0_MOUSE
H8ZX88	H8ZX88_MOUSE
Q8K3U3	Q8K3U3_MOUSE
F6TPQ6	F6TPQ6_MOUSE
Q99JF4	Q99JF4_MOUSE
E9Q517	E9Q517_MOUSE
Q9ET72	Q9ET72_MOUSE
Q6Q476	Q6Q476_MOUSE
Q8BJK2	Q8BJK2_MOUSE
Q9D5J8	Q9D5J8_MOUSE
D3YZN2	D3YZN2_MOUSE
F8WID3	F8WID3_MOUSE
E9QAF1	E9QAF1_MOUSE
Q7TPX2	Q7TPX2_MOUSE
Q8VE64	Q8VE64_MOUSE
Q3TF87	Q3TF87_MOUSE
Q3TS88	Q3TS88_MOUSE
Q8C9Q9	Q8C9Q9_MOUSE
Q3UWT4	Q3UWT4_MOUSE
Q9GIQ7	Q9GIQ7_MOUSE
Q7TQZ4	Q7TQZ4_MOUSE
Q8K4Q3	Q8K4Q3_MOUSE
A2AVR1	A2AVR1_MOUSE
Q6PG66	Q6PG66_MOUSE
Q76N58	Q76N58_MOUSE
Q9ERV9	Q9ERV9_MOUSE
A0A141CM53	A0A141CM53_MOUSE
E9Q7H6	E9Q7H6_MOUSE
A0A0G2JGZ4	A0A0G2JGZ4_MOUSE
E9Q8U5	E9Q8U5_MOUSE
F8WIF5	F8WIF5_MOUSE
F8WJC2	F8WJC2_MOUSE
A0A3B2WCF2	A0A3B2WCF2_MOUSE
A0A3B2W834	A0A3B2W834_MOUSE
A0A1Y7VGS2	A0A1Y7VGS2_MOUSE
Q3ZAT5	Q3ZAT5_MOUSE
A0A1L1SQQ4	A0A1L1SQQ4_MOUSE
A0A1L1SSP5	A0A1L1SSP5_MOUSE
Q4W8V0	Q4W8V0_MOUSE
Q8BS75	Q8BS75_MOUSE
Q3US39	Q3US39_MOUSE
D3Z0T0	D3Z0T0_MOUSE
Q3TAG5	Q3TAG5_MOUSE
Q3TPL9	Q3TPL9_MOUSE
Q9D1Z0	Q9D1Z0_MOUSE
A0A3B2WCA1	A0A3B2WCA1_MOUSE
B7ZCT0	B7ZCT0_MOUSE
D6RDC2	D6RDC2_MOUSE
E9PYW4	E9PYW4_MOUSE
B2RWZ9	B2RWZ9_MOUSE
Q52KQ7	Q52KQ7_MOUSE
E9Q2Q6	E9Q2Q6_MOUSE
Q3UW58	Q3UW58_MOUSE
Q3UXP1	Q3UXP1_MOUSE
Q3TY03	Q3TY03_MOUSE
Q8C9G7	Q8C9G7_MOUSE
A2BDD3	A2BDD3_MOUSE
E9QJV4	E9QJV4_MOUSE
Q3UE69	Q3UE69_MOUSE
F6R2B3	F6R2B3_MOUSE
Q3TZI7	Q3TZI7_MOUSE
A0A075DCG5	A0A075DCG5_MOUSE
A2VDF6	A2VDF6_MOUSE
Q7TQB5	Q7TQB5_MOUSE
Q80U79	Q80U79_MOUSE
F8VQF8	F8VQF8_MOUSE
S4R1I1	S4R1I1_MOUSE
B7ZMW5	B7ZMW5_MOUSE
Q3B889	Q3B889_MOUSE
V9GWW3	V9GWW3_MOUSE
B6ZHC6	B6ZHC6_MOUSE
D3YXD9	D3YXD9_MOUSE
A0A2I3BQP6	A0A2I3BQP6_MOUSE
Q8CCN7	Q8CCN7_MOUSE
A0A3Q4EGN8	A0A3Q4EGN8_MOUSE
A0A3Q4L326	A0A3Q4L326_MOUSE
K7TDB7	K7TDB7_MOUSE
A0A1B0GR10	A0A1B0GR10_MOUSE
Q9CW22	Q9CW22_MOUSE
Q80V79	Q80V79_MOUSE
D6QSS8	D6QSS8_MOUSE
Q8K548	Q8K548_MOUSE
Q9CTS7	Q9CTS7_MOUSE
Q8R214	Q8R214_MOUSE
Q9Z2P1	Q9Z2P1_MOUSE
D3Z2K3	D3Z2K3_MOUSE
E0CYD5	E0CYD5_MOUSE
D3YZX6	D3YZX6_MOUSE
V9GXM1	V9GXM1_MOUSE
L7N2E1	L7N2E1_MOUSE
Q99J16	Q99J16_MOUSE
Q792P1	Q792P1_MOUSE
A0A140LHU0	A0A140LHU0_MOUSE
Q8BWS8	Q8BWS8_MOUSE
Q3UPW8	Q3UPW8_MOUSE
Q3UQ60	Q3UQ60_MOUSE
Q3UTG7	Q3UTG7_MOUSE
Q3UUV3	Q3UUV3_MOUSE
H3BLM6	H3BLM6_MOUSE
Q8C6S0	Q8C6S0_MOUSE
Q99KL3	Q99KL3_MOUSE
A0A0N4SWH3	A0A0N4SWH3_MOUSE
Q3UWA5	Q3UWA5_MOUSE
Q14BL5	Q14BL5_MOUSE
Q3TPG1	Q3TPG1_MOUSE
E9PYX3	E9PYX3_MOUSE
E9Q0K9	E9Q0K9_MOUSE
Q80U36	Q80U36_MOUSE
A2NXE2	A2NXE2_MOUSE
A0A0J9YUD1	A0A0J9YUD1_MOUSE
Q31215	Q31215_MOUSE
Q80ZI9	Q80ZI9_MOUSE
A0A0U1RPE2	A0A0U1RPE2_MOUSE
A0A3B2WDD2	A0A3B2WDD2_MOUSE
Q9WVS5	Q9WVS5_MOUSE
Q9Z2T9	Q9Z2T9_MOUSE
E9QLU2	E9QLU2_MOUSE
D6REU1	D6REU1_MOUSE
D6RIN8	D6RIN8_MOUSE
U5JE79	U5JE79_MOUSE
A0A087WPE4	A0A087WPE4_MOUSE
A0A2I3BQW2	A0A2I3BQW2_MOUSE
Q71E74	Q71E74_MOUSE
Q2HJC5	Q2HJC5_MOUSE
A2AET8	A2AET8_MOUSE
Q8K176	Q8K176_MOUSE
Q9CX78	Q9CX78_MOUSE
A0A1R3UDC2	A0A1R3UDC2_MOUSE
F8VPR2	F8VPR2_MOUSE
Q80U45	Q80U45_MOUSE
A0A1W2P762	A0A1W2P762_MOUSE
Q7TMV9	Q7TMV9_MOUSE
A0A1Y7VJP6	A0A1Y7VJP6_MOUSE
Q8BPN2	Q8BPN2_MOUSE
A0A0U1RP15	A0A0U1RP15_MOUSE
Q5XQM8	Q5XQM8_MOUSE
B7ZMT9	B7ZMT9_MOUSE
Q8BQV8	Q8BQV8_MOUSE
Q8BT29	Q8BT29_MOUSE
Q8CF74	Q8CF74_MOUSE
G3UXH5	G3UXH5_MOUSE
Q3UUF1	Q3UUF1_MOUSE
A0A0A6YXP4	A0A0A6YXP4_MOUSE
Q3UXY3	Q3UXY3_MOUSE
Q9CZP8	Q9CZP8_MOUSE
Q9D2U1	Q9D2U1_MOUSE
Q9D3X7	Q9D3X7_MOUSE
Q3UG53	Q3UG53_MOUSE
O70508	O70508_MOUSE
A0A0G2JEP4	A0A0G2JEP4_MOUSE
Q3TST9	Q3TST9_MOUSE
R4H243	R4H243_MOUSE
Q3UWZ3	Q3UWZ3_MOUSE
Q3T9C8	Q3T9C8_MOUSE
B7ZNV0	B7ZNV0_MOUSE
B9EK87	B9EK87_MOUSE
F6YDG9	F6YDG9_MOUSE
Q3TM02	Q3TM02_MOUSE
Q8C1H3	Q8C1H3_MOUSE
E9PZ36	E9PZ36_MOUSE
Q3UQR2	Q3UQR2_MOUSE
B7ZCH8	B7ZCH8_MOUSE
Q3TSY9	Q3TSY9_MOUSE
Q5EBG4	Q5EBG4_MOUSE
Q3U3Z0	Q3U3Z0_MOUSE
Q8BUP4	Q8BUP4_MOUSE
Q3V0L4	Q3V0L4_MOUSE
Q3V218	Q3V218_MOUSE
H7BXB9	H7BXB9_MOUSE
Q62259	Q62259_MOUSE
Q3UW44	Q3UW44_MOUSE
Q9R0Z4	Q9R0Z4_MOUSE
Q6ZPN3	Q6ZPN3_MOUSE
A2AIR2	A2AIR2_MOUSE
Q61833	Q61833_MOUSE
Q3V2J6	Q3V2J6_MOUSE
Q8K497	Q8K497_MOUSE
Q9CT44	Q9CT44_MOUSE
Q8C4M2	Q8C4M2_MOUSE
Q3TE70	Q3TE70_MOUSE
Q3TGV3	Q3TGV3_MOUSE
Q3UT32	Q3UT32_MOUSE
Q3U405	Q3U405_MOUSE
F1DGF6	F1DGF6_MOUSE
A7XUR6	A7XUR6_MOUSE
E9QLX1	E9QLX1_MOUSE
J3QK55	J3QK55_MOUSE
Q5SVG6	Q5SVG6_MOUSE
F8VQH7	F8VQH7_MOUSE
Q3TQ02	Q3TQ02_MOUSE
F7CAZ6	F7CAZ6_MOUSE
A0A3Q4EH58	A0A3Q4EH58_MOUSE
G3UWV3	G3UWV3_MOUSE
Q62287	Q62287_MOUSE
B0QZX9	B0QZX9_MOUSE
Q8BNK1	Q8BNK1_MOUSE
Q80V08	Q80V08_MOUSE
D6RG52	D6RG52_MOUSE
Q31222	Q31222_MOUSE
Q9D9H9	Q9D9H9_MOUSE
A0A140LIZ7	A0A140LIZ7_MOUSE
A0A1W2P755	A0A1W2P755_MOUSE
A0A286YD16	A0A286YD16_MOUSE
H3BIV7	H3BIV7_MOUSE
Q62291	Q62291_MOUSE
Q3UCX4	Q3UCX4_MOUSE
Q3TXK6	Q3TXK6_MOUSE
Q3TYI8	Q3TYI8_MOUSE
Q3TSX2	Q3TSX2_MOUSE
Q62006	Q62006_MOUSE
Q8BV56	Q8BV56_MOUSE
Q925E9	Q925E9_MOUSE
V9GXA0	V9GXA0_MOUSE
B7XGC0	B7XGC0_MOUSE
A0A087WQ75	A0A087WQ75_MOUSE
F7BM44	F7BM44_MOUSE
Q7TR62	Q7TR62_MOUSE
Q80XS5	Q80XS5_MOUSE
Q8BNZ9	Q8BNZ9_MOUSE
Q8CCY3	Q8CCY3_MOUSE
C7C6A9	C7C6A9_MOUSE
Q80VX8	Q80VX8_MOUSE
Q80SV2	Q80SV2_MOUSE
Q91XI9	Q91XI9_MOUSE
Q8BZC3	Q8BZC3_MOUSE
Q8C435	Q8C435_MOUSE
Q3UB63	Q3UB63_MOUSE
Q3UKU5	Q3UKU5_MOUSE
Q64483	Q64483_MOUSE
A5A4Z2	A5A4Z2_MOUSE
E9PVR4	E9PVR4_MOUSE
Q9CRN9	Q9CRN9_MOUSE
A1BQX4	A1BQX4_MOUSE
Q61264	Q61264_MOUSE
Q9CTA7	Q9CTA7_MOUSE
Q8C1P6	Q8C1P6_MOUSE
Q9Z1V5	Q9Z1V5_MOUSE
A0A0M5MZ80	A0A0M5MZ80_MOUSE
D3YYG9	D3YYG9_MOUSE
D3Z114	D3Z114_MOUSE
Q3TF15	Q3TF15_MOUSE
Q3UNU0	Q3UNU0_MOUSE
Q8CJA8	Q8CJA8_MOUSE
Q9Z0J3	Q9Z0J3_MOUSE
A0A0G2JG16	A0A0G2JG16_MOUSE
A0A338P6S6	A0A338P6S6_MOUSE
A0A0J9YU56	A0A0J9YU56_MOUSE
A0A2Z4SX85	A0A2Z4SX85_MOUSE
A0A2Z4SXV7	A0A2Z4SXV7_MOUSE
Q3UZN7	Q3UZN7_MOUSE
Q3TQ90	Q3TQ90_MOUSE
W0UV59	W0UV59_MOUSE
E9Q4R5	E9Q4R5_MOUSE
E9PWU7	E9PWU7_MOUSE
Q3TV74	Q3TV74_MOUSE
Q80WN1	Q80WN1_MOUSE
Q9CSL3	Q9CSL3_MOUSE
F7ABZ6	F7ABZ6_MOUSE
A5YBK2	A5YBK2_MOUSE
Q7TPD9	Q7TPD9_MOUSE
Q810W4	Q810W4_MOUSE
Q3TZM0	Q3TZM0_MOUSE
E3SRG8	E3SRG8_MOUSE
H3BLN1	H3BLN1_MOUSE
A0A140LIX6	A0A140LIX6_MOUSE
Q8BKP8	Q8BKP8_MOUSE
A0A2I3BQB3	A0A2I3BQB3_MOUSE
A2AMI2	A2AMI2_MOUSE
Q8C438	Q8C438_MOUSE
A0A140T8K2	A0A140T8K2_MOUSE
Q6PAS9	Q6PAS9_MOUSE
A0A0J9YU44	A0A0J9YU44_MOUSE
Q9EQM0	Q9EQM0_MOUSE
W8RL40	W8RL40_MOUSE
Q8BS28	Q8BS28_MOUSE
Q8R1L2	Q8R1L2_MOUSE
Q925M3	Q925M3_MOUSE
A2MXS7	A2MXS7_MOUSE
A2MXS8	A2MXS8_MOUSE
F6Y113	F6Y113_MOUSE
P70443	P70443_MOUSE
A0A1W2P6E4	A0A1W2P6E4_MOUSE
Q80UR6	Q80UR6_MOUSE
Q7M745	Q7M745_MOUSE
Q8BKW5	Q8BKW5_MOUSE
Q8BTQ1	Q8BTQ1_MOUSE
Q9CV04	Q9CV04_MOUSE
V9GXB1	V9GXB1_MOUSE
Q925L4	Q925L4_MOUSE
A0A1L1SQU7	A0A1L1SQU7_MOUSE
A2IQH4	A2IQH4_MOUSE
Q8R318	Q8R318_MOUSE
B9EHF5	B9EHF5_MOUSE
E9PWM8	E9PWM8_MOUSE
Q9D3B3	Q9D3B3_MOUSE
Q9D3E7	Q9D3E7_MOUSE
Q9CTM9	Q9CTM9_MOUSE
A0A0R4J1D5	A0A0R4J1D5_MOUSE
A0A0R4J0X6	A0A0R4J0X6_MOUSE
Q3URK7	Q3URK7_MOUSE
Q3USQ4	Q3USQ4_MOUSE
Q99232	Q99232_MOUSE
Q9JIQ0	Q9JIQ0_MOUSE
Q9D6Q7	Q9D6Q7_MOUSE
Q8CBT1	Q8CBT1_MOUSE
Q9EQE6	Q9EQE6_MOUSE
E0CXN1	E0CXN1_MOUSE
J3QML9	J3QML9_MOUSE
J3QMR8	J3QMR8_MOUSE
Q8C595	Q8C595_MOUSE
B0QZH2	B0QZH2_MOUSE
B1ARJ2	B1ARJ2_MOUSE
B1AZQ4	B1AZQ4_MOUSE
A0A286YE45	A0A286YE45_MOUSE
Q6PCX2	Q6PCX2_MOUSE
H3BKF3	H3BKF3_MOUSE
Q3B846	Q3B846_MOUSE
Q3UEK5	Q3UEK5_MOUSE
V9GX92	V9GX92_MOUSE
Q8K519	Q8K519_MOUSE
S4R1L1	S4R1L1_MOUSE
Q9D043	Q9D043_MOUSE
A0A1W2P7G5	A0A1W2P7G5_MOUSE
K7TRK1	K7TRK1_MOUSE
A0N274	A0N274_MOUSE
F6VS78	F6VS78_MOUSE
Q8C7R8	Q8C7R8_MOUSE
A0A3B2W8A7	A0A3B2W8A7_MOUSE
Q3TE38	Q3TE38_MOUSE
Q9CT37	Q9CT37_MOUSE
A0A087WRT4	A0A087WRT4_MOUSE
B7ZNF5	B7ZNF5_MOUSE
Q9CVG6	Q9CVG6_MOUSE
H3BJX8	H3BJX8_MOUSE
Q3UCA4	Q3UCA4_MOUSE
Q3TAD4	Q3TAD4_MOUSE
Q8CBH8	Q8CBH8_MOUSE
F8WIE2	F8WIE2_MOUSE
Q3V197	Q3V197_MOUSE
A3KMF6	A3KMF6_MOUSE
Q3TTH1	Q3TTH1_MOUSE
Q80VM0	Q80VM0_MOUSE
Q8BKL0	Q8BKL0_MOUSE
Q8BR98	Q8BR98_MOUSE
Q8CCD5	Q8CCD5_MOUSE
E9PXP1	E9PXP1_MOUSE
Q922C7	Q922C7_MOUSE
E9PX56	E9PX56_MOUSE
H3BL35	H3BL35_MOUSE
F6WMD1	F6WMD1_MOUSE
Q3V3E7	Q3V3E7_MOUSE
Q3TPW0	Q3TPW0_MOUSE
Q3TR19	Q3TR19_MOUSE
