Entry	Entry name
D6RII9	D6RII9_MOUSE
A0A0G2JGR0	A0A0G2JGR0_MOUSE
A0A0G2JGR3	A0A0G2JGR3_MOUSE
H3BIY3	H3BIY3_MOUSE
D3Z105	D3Z105_MOUSE
S4R228	S4R228_MOUSE
S4R1D5	S4R1D5_MOUSE
D6RCZ2	D6RCZ2_MOUSE
A0A286YCR2	A0A286YCR2_MOUSE
H3BK56	H3BK56_MOUSE
H3BL54	H3BL54_MOUSE
A0A0G2JEW0	A0A0G2JEW0_MOUSE
S4R2A4	S4R2A4_MOUSE
F6WKE4	F6WKE4_MOUSE
A0A0J9YU99	A0A0J9YU99_MOUSE
E0CXD8	E0CXD8_MOUSE
M0QWM7	M0QWM7_MOUSE
A0A338P6P4	A0A338P6P4_MOUSE
A0A087WQY5	A0A087WQY5_MOUSE
A0A0U1RPY2	A0A0U1RPY2_MOUSE
A0A0A6YWB2	A0A0A6YWB2_MOUSE
E9PWS0	E9PWS0_MOUSE
A0A1B0GR23	A0A1B0GR23_MOUSE
A0A1B0GRK5	A0A1B0GRK5_MOUSE
Q9ES25	Q9ES25_MOUSE
E9Q206	E9Q206_MOUSE
E9Q4T3	E9Q4T3_MOUSE
Q8C4L2	Q8C4L2_MOUSE
A0A0U1RPK9	A0A0U1RPK9_MOUSE
A0A0G2JDY1	A0A0G2JDY1_MOUSE
A0A0G2JF00	A0A0G2JF00_MOUSE
A0A1D5RLM3	A0A1D5RLM3_MOUSE
A0A087WPZ7	A0A087WPZ7_MOUSE
A0A0N4SUQ8	A0A0N4SUQ8_MOUSE
H3BK52	H3BK52_MOUSE
A0A140LHH4	A0A140LHH4_MOUSE
A0A1B0GSF8	A0A1B0GSF8_MOUSE
A0A1B0GSG9	A0A1B0GSG9_MOUSE
A0A087WSM7	A0A087WSM7_MOUSE
V9GXU1	V9GXU1_MOUSE
A0A1Y7VKE7	A0A1Y7VKE7_MOUSE
K7U6I0	K7U6I0_MOUSE
X5J5Q5	X5J5Q5_MOUSE
A0A0G2JDN4	A0A0G2JDN4_MOUSE
A0A0G2JEE7	A0A0G2JEE7_MOUSE
A0A0M4KPD8	A0A0M4KPD8_MOUSE
A0A1Y7VLR4	A0A1Y7VLR4_MOUSE
A0A075B6D3	A0A075B6D3_MOUSE
A0A087WS86	A0A087WS86_MOUSE
A0A1L1STS5	A0A1L1STS5_MOUSE
A0A338P6I9	A0A338P6I9_MOUSE
A0A1L1SUT8	A0A1L1SUT8_MOUSE
A0A0G2JFB3	A0A0G2JFB3_MOUSE
A0A140LIZ0	A0A140LIZ0_MOUSE
A0A0N4SW21	A0A0N4SW21_MOUSE
E0CZA8	E0CZA8_MOUSE
A0A1Y7VM27	A0A1Y7VM27_MOUSE
X5J4T6	X5J4T6_MOUSE
G3UXL6	G3UXL6_MOUSE
Q3UFD9	Q3UFD9_MOUSE
F6RDQ0	F6RDQ0_MOUSE
A0A2R8VKG9	A0A2R8VKG9_MOUSE
D3Z3U2	D3Z3U2_MOUSE
A0A2I3BR56	A0A2I3BR56_MOUSE
A0A1L1SS46	A0A1L1SS46_MOUSE
A0A140D4A8	A0A140D4A8_MOUSE
B1ARS4	B1ARS4_MOUSE
A0A1B0GRD5	A0A1B0GRD5_MOUSE
B2KF18	B2KF18_MOUSE
E0CYM6	E0CYM6_MOUSE
A0A1L1SR97	A0A1L1SR97_MOUSE
D6RFB0	D6RFB0_MOUSE
D6RFP2	D6RFP2_MOUSE
A0A338P6N0	A0A338P6N0_MOUSE
D3Z1Y4	D3Z1Y4_MOUSE
D3Z4P0	D3Z4P0_MOUSE
F6XD87	F6XD87_MOUSE
A0A141CM41	A0A141CM41_MOUSE
A0A286YCS9	A0A286YCS9_MOUSE
Q8C557	Q8C557_MOUSE
A0A140LJB5	A0A140LJB5_MOUSE
A0A1L1SSX7	A0A1L1SSX7_MOUSE
D3YWG4	D3YWG4_MOUSE
E9Q7Z0	E9Q7Z0_MOUSE
A0A1Y7VLQ6	A0A1Y7VLQ6_MOUSE
D3Z447	D3Z447_MOUSE
Q8R025	Q8R025_MOUSE
A0A075B5Z5	A0A075B5Z5_MOUSE
Q3UM67	Q3UM67_MOUSE
A0A2R8VJR4	A0A2R8VJR4_MOUSE
A0A0X1KG60	A0A0X1KG60_MOUSE
A0A1B0GR41	A0A1B0GR41_MOUSE
A0A0A6YW80	A0A0A6YW80_MOUSE
A0A286YE38	A0A286YE38_MOUSE
L7N285	L7N285_MOUSE
A2A6Y5	A2A6Y5_MOUSE
A0A1D5RLH5	A0A1D5RLH5_MOUSE
A0A0U1RPB4	A0A0U1RPB4_MOUSE
D3Z3B4	D3Z3B4_MOUSE
H3BL13	H3BL13_MOUSE
J3KMJ8	J3KMJ8_MOUSE
A0A0A6YVY9	A0A0A6YVY9_MOUSE
A0A1B0GSY8	A0A1B0GSY8_MOUSE
A0A1W2P783	A0A1W2P783_MOUSE
A0A2R8VI35	A0A2R8VI35_MOUSE
Q3V114	Q3V114_MOUSE
F6UII7	F6UII7_MOUSE
F6PZ09	F6PZ09_MOUSE
M0QWN5	M0QWN5_MOUSE
D6RCI2	D6RCI2_MOUSE
F6ZXV1	F6ZXV1_MOUSE
D3YYQ5	D3YYQ5_MOUSE
A0A0A6YXZ7	A0A0A6YXZ7_MOUSE
E0CYU9	E0CYU9_MOUSE
A2AC00	A2AC00_MOUSE
F6UXY4	F6UXY4_MOUSE
A0A2R8VHC3	A0A2R8VHC3_MOUSE
A0A1Y7VLP2	A0A1Y7VLP2_MOUSE
D3Z7H9	D3Z7H9_MOUSE
F6SK43	F6SK43_MOUSE
D3Z7S3	D3Z7S3_MOUSE
A0A0A6YVR4	A0A0A6YVR4_MOUSE
Q03317	Q03317_MOUSE
A0A0N4SW15	A0A0N4SW15_MOUSE
A0A0A0MQH4	A0A0A0MQH4_MOUSE
A0A087WQ74	A0A087WQ74_MOUSE
A2ASX3	A2ASX3_MOUSE
D3YUL0	D3YUL0_MOUSE
F7ACV3	F7ACV3_MOUSE
A0A1D5RMF3	A0A1D5RMF3_MOUSE
D3Z510	D3Z510_MOUSE
V9GX67	V9GX67_MOUSE
A0A1D5RLI2	A0A1D5RLI2_MOUSE
A0A2R8VKG2	A0A2R8VKG2_MOUSE
G3UWV7	G3UWV7_MOUSE
A0A0J9YVC7	A0A0J9YVC7_MOUSE
Q208V0	Q208V0_MOUSE
A0A1Y7VMD6	A0A1Y7VMD6_MOUSE
D3YWB4	D3YWB4_MOUSE
A2A3U9	A2A3U9_MOUSE
A0A1B0GRK1	A0A1B0GRK1_MOUSE
J3QM90	J3QM90_MOUSE
F6VZH1	F6VZH1_MOUSE
D3Z514	D3Z514_MOUSE
A0A2I3BQG9	A0A2I3BQG9_MOUSE
E9Q5R2	E9Q5R2_MOUSE
E9Q922	E9Q922_MOUSE
F6ZS17	F6ZS17_MOUSE
G3UY33	G3UY33_MOUSE
Q3TZC5	Q3TZC5_MOUSE
V9GWX1	V9GWX1_MOUSE
A0A1L1SRA5	A0A1L1SRA5_MOUSE
A0A1W2P6P1	A0A1W2P6P1_MOUSE
D6REI0	D6REI0_MOUSE
A0A1Y7VJM8	A0A1Y7VJM8_MOUSE
D3Z4F5	D3Z4F5_MOUSE
A0A0U1RNQ5	A0A0U1RNQ5_MOUSE
A0A023NDP5	A0A023NDP5_MOUSE
A0A0N4SW43	A0A0N4SW43_MOUSE
L7N294	L7N294_MOUSE
A0A0U1RNX1	A0A0U1RNX1_MOUSE
A0A0G2JDR6	A0A0G2JDR6_MOUSE
G3UZF8	G3UZF8_MOUSE
A0A0G2JDZ3	A0A0G2JDZ3_MOUSE
F6W657	F6W657_MOUSE
L7N218	L7N218_MOUSE
F7CUX5	F7CUX5_MOUSE
D3YW75	D3YW75_MOUSE
J3QMY0	J3QMY0_MOUSE
A0A1B0GRW4	A0A1B0GRW4_MOUSE
A0A075B5N1	A0A075B5N1_MOUSE
H3BKA5	H3BKA5_MOUSE
A0A2Z4T1M3	A0A2Z4T1M3_MOUSE
A0A2Z4T1W2	A0A2Z4T1W2_MOUSE
A0A0J9YU87	A0A0J9YU87_MOUSE
A0A0G2JD97	A0A0G2JD97_MOUSE
Q8CBC5	Q8CBC5_MOUSE
E9Q302	E9Q302_MOUSE
A0A0G2JDT7	A0A0G2JDT7_MOUSE
A0A0J9YUB0	A0A0J9YUB0_MOUSE
G3UZI1	G3UZI1_MOUSE
A0A0U1RPN5	A0A0U1RPN5_MOUSE
A0A0N4SUW3	A0A0N4SUW3_MOUSE
F6SSP6	F6SSP6_MOUSE
A0A1D5RLQ8	A0A1D5RLQ8_MOUSE
E9QA48	E9QA48_MOUSE
A0A087WPX5	A0A087WPX5_MOUSE
B2FDI1	B2FDI1_MOUSE
A0A0N4SWD9	A0A0N4SWD9_MOUSE
A0A140LHP4	A0A140LHP4_MOUSE
A0A140LJ12	A0A140LJ12_MOUSE
X5J4R7	X5J4R7_MOUSE
A0A286YCB6	A0A286YCB6_MOUSE
K7N6Y6	K7N6Y6_MOUSE
A0A0G2JGF0	A0A0G2JGF0_MOUSE
F6VVA3	F6VVA3_MOUSE
F6TV98	F6TV98_MOUSE
D3Z0N5	D3Z0N5_MOUSE
A0A1D5RM04	A0A1D5RM04_MOUSE
J3QPA5	J3QPA5_MOUSE
F6TNY1	F6TNY1_MOUSE
A0A286YD83	A0A286YD83_MOUSE
A0A1W2P780	A0A1W2P780_MOUSE
H3BK20	H3BK20_MOUSE
A0A2I3BRQ8	A0A2I3BRQ8_MOUSE
E9Q648	E9Q648_MOUSE
A0A1L1SSL0	A0A1L1SSL0_MOUSE
A0A338P7K4	A0A338P7K4_MOUSE
J9JI72	J9JI72_MOUSE
A0A0J9YVC6	A0A0J9YVC6_MOUSE
F6V9S1	F6V9S1_MOUSE
E0CXR0	E0CXR0_MOUSE
Q9JLR3	Q9JLR3_MOUSE
A0A0N4SVF1	A0A0N4SVF1_MOUSE
F6YJ47	F6YJ47_MOUSE
F7D1K8	F7D1K8_MOUSE
D3YVB5	D3YVB5_MOUSE
H7BX89	H7BX89_MOUSE
A0A1B0GSB1	A0A1B0GSB1_MOUSE
A0A0G2JFG7	A0A0G2JFG7_MOUSE
E0CX26	E0CX26_MOUSE
D3YYR1	D3YYR1_MOUSE
G3UX81	G3UX81_MOUSE
X5J5K0	X5J5K0_MOUSE
D3YZC0	D3YZC0_MOUSE
D3Z0X3	D3Z0X3_MOUSE
A0A0N4SUX9	A0A0N4SUX9_MOUSE
A0A0G2JDL4	A0A0G2JDL4_MOUSE
A0A2Z4T2D9	A0A2Z4T2D9_MOUSE
A0A1B0GRP9	A0A1B0GRP9_MOUSE
A0A338P736	A0A338P736_MOUSE
F6XNW8	F6XNW8_MOUSE
A0A2Z4T1S8	A0A2Z4T1S8_MOUSE
X5J4E8	X5J4E8_MOUSE
H3BJP3	H3BJP3_MOUSE
A0A2I3BPH7	A0A2I3BPH7_MOUSE
A0A2I3BRD5	A0A2I3BRD5_MOUSE
D3YUW3	D3YUW3_MOUSE
D3Z356	D3Z356_MOUSE
E0CYK4	E0CYK4_MOUSE
Q8CI88	Q8CI88_MOUSE
A0A0G2JEE1	A0A0G2JEE1_MOUSE
A0A0A6YY23	A0A0A6YY23_MOUSE
A0A0A6YY81	A0A0A6YY81_MOUSE
J3QN35	J3QN35_MOUSE
A0A140LID4	A0A140LID4_MOUSE
K7TGR5	K7TGR5_MOUSE
A0A338P768	A0A338P768_MOUSE
H3BKB6	H3BKB6_MOUSE
A0A1W2P6U9	A0A1W2P6U9_MOUSE
F6ZBL2	F6ZBL2_MOUSE
E9PY37	E9PY37_MOUSE
A0A2I3BQD8	A0A2I3BQD8_MOUSE
A0A1L1SQQ1	A0A1L1SQQ1_MOUSE
A0A0G2JFV9	A0A0G2JFV9_MOUSE
X5J5B7	X5J5B7_MOUSE
A0A2Z4SXK9	A0A2Z4SXK9_MOUSE
F6Q609	F6Q609_MOUSE
H3BKQ4	H3BKQ4_MOUSE
E9Q6B9	E9Q6B9_MOUSE
A0A2I3BPQ9	A0A2I3BPQ9_MOUSE
A0A2Z4SXY8	A0A2Z4SXY8_MOUSE
A0A2Z4SZL9	A0A2Z4SZL9_MOUSE
A0A087WP95	A0A087WP95_MOUSE
V9GXH1	V9GXH1_MOUSE
A0A0U1RPR7	A0A0U1RPR7_MOUSE
D3YVM1	D3YVM1_MOUSE
D3Z0L5	D3Z0L5_MOUSE
Q3T9V5	Q3T9V5_MOUSE
A0A286YDE8	A0A286YDE8_MOUSE
A0A1Y7VMI7	A0A1Y7VMI7_MOUSE
H3BJ36	H3BJ36_MOUSE
F7BPA5	F7BPA5_MOUSE
A0A0N4SWF0	A0A0N4SWF0_MOUSE
A0A0G2JGD9	A0A0G2JGD9_MOUSE
A0A0B7MHU9	A0A0B7MHU9_MOUSE
F7A4F9	F7A4F9_MOUSE
X5J5N5	X5J5N5_MOUSE
D6RHM8	D6RHM8_MOUSE
Q8C4U1	Q8C4U1_MOUSE
B1AU01	B1AU01_MOUSE
F6QM56	F6QM56_MOUSE
A0A1D5RLH0	A0A1D5RLH0_MOUSE
A0A1D5RM20	A0A1D5RM20_MOUSE
F6U6G6	F6U6G6_MOUSE
A0A0J9YTX1	A0A0J9YTX1_MOUSE
A0A1B0GT88	A0A1B0GT88_MOUSE
X5J5K9	X5J5K9_MOUSE
F7BWD7	F7BWD7_MOUSE
E0CX40	E0CX40_MOUSE
S4R1G8	S4R1G8_MOUSE
A0A0G2JDT1	A0A0G2JDT1_MOUSE
V9GWW7	V9GWW7_MOUSE
H3BKT9	H3BKT9_MOUSE
H3BLS5	H3BLS5_MOUSE
S4R2Q9	S4R2Q9_MOUSE
A0A1D5RMA7	A0A1D5RMA7_MOUSE
A0A1B0GSZ8	A0A1B0GSZ8_MOUSE
E0CXJ5	E0CXJ5_MOUSE
D3YZH8	D3YZH8_MOUSE
A0A1W2P882	A0A1W2P882_MOUSE
H9KV06	H9KV06_MOUSE
F6ZBN9	F6ZBN9_MOUSE
G3UXB8	G3UXB8_MOUSE
Q3V3P2	Q3V3P2_MOUSE
E0CY75	E0CY75_MOUSE
F6UJ67	F6UJ67_MOUSE
D3Z1J8	D3Z1J8_MOUSE
D3Z3R5	D3Z3R5_MOUSE
A0A1L1STD0	A0A1L1STD0_MOUSE
F6SWV4	F6SWV4_MOUSE
X5J523	X5J523_MOUSE
M0QWW0	M0QWW0_MOUSE
A0A075B5S1	A0A075B5S1_MOUSE
M0QWX9	M0QWX9_MOUSE
H3BL68	H3BL68_MOUSE
G3UXC8	G3UXC8_MOUSE
A0A2Z4SXG8	A0A2Z4SXG8_MOUSE
A0A2Z4SXV0	A0A2Z4SXV0_MOUSE
A0A2Z4T292	A0A2Z4T292_MOUSE
A0A2Z4T3P6	A0A2Z4T3P6_MOUSE
A0A2Z4SYE8	A0A2Z4SYE8_MOUSE
A0A0G2JE33	A0A0G2JE33_MOUSE
A0A1W2P700	A0A1W2P700_MOUSE
Q8CA46	Q8CA46_MOUSE
F6YWA3	F6YWA3_MOUSE
J3QMG0	J3QMG0_MOUSE
B2FDE8	B2FDE8_MOUSE
F6U7S0	F6U7S0_MOUSE
A0A3Q4EBX2	A0A3Q4EBX2_MOUSE
A0A1B0GS58	A0A1B0GS58_MOUSE
D3Z275	D3Z275_MOUSE
A0A0J9YTU8	A0A0J9YTU8_MOUSE
D3Z6B8	D3Z6B8_MOUSE
Q6R5F6	Q6R5F6_MOUSE
X5J4F7	X5J4F7_MOUSE
A0A087WNT6	A0A087WNT6_MOUSE
E9PY38	E9PY38_MOUSE
A2AJ38	A2AJ38_MOUSE
Q3TAM6	Q3TAM6_MOUSE
D3Z121	D3Z121_MOUSE
A0A1B0GT65	A0A1B0GT65_MOUSE
A0A0G2JDQ9	A0A0G2JDQ9_MOUSE
F6ZZ61	F6ZZ61_MOUSE
F7A1G1	F7A1G1_MOUSE
F7BGH6	F7BGH6_MOUSE
A0A1L1SRI1	A0A1L1SRI1_MOUSE
A0A286YD48	A0A286YD48_MOUSE
E0CXQ8	E0CXQ8_MOUSE
E9Q3J0	E9Q3J0_MOUSE
G3UXU0	G3UXU0_MOUSE
A0A2Z4SWW7	A0A2Z4SWW7_MOUSE
A0A1D5RLX7	A0A1D5RLX7_MOUSE
D3Z353	D3Z353_MOUSE
A0A0G2JE66	A0A0G2JE66_MOUSE
C6EQJ0	C6EQJ0_MOUSE
A0A0N4SV08	A0A0N4SV08_MOUSE
D3Z370	D3Z370_MOUSE
A0A0N4SWH5	A0A0N4SWH5_MOUSE
D3Z6T8	D3Z6T8_MOUSE
J3QP64	J3QP64_MOUSE
F8WIK5	F8WIK5_MOUSE
A0A1B0GSL0	A0A1B0GSL0_MOUSE
Q8BT56	Q8BT56_MOUSE
D3YWI2	D3YWI2_MOUSE
A0A0R3P9C5	A0A0R3P9C5_MOUSE
D3YYF7	D3YYF7_MOUSE
A0A1Y7VMI3	A0A1Y7VMI3_MOUSE
A0A1W2P7M2	A0A1W2P7M2_MOUSE
A0A338P6C3	A0A338P6C3_MOUSE
A0A075B5Y8	A0A075B5Y8_MOUSE
A0A338P779	A0A338P779_MOUSE
Q8C5H4	Q8C5H4_MOUSE
D3Z7H2	D3Z7H2_MOUSE
Q571E6	Q571E6_MOUSE
Q3UN03	Q3UN03_MOUSE
B2RQR1	B2RQR1_MOUSE
F6WN33	F6WN33_MOUSE
Q8K3M0	Q8K3M0_MOUSE
E9Q374	E9Q374_MOUSE
E9Q5R8	E9Q5R8_MOUSE
Q8BRJ6	Q8BRJ6_MOUSE
Q5BJ30	Q5BJ30_MOUSE
Q8C3A1	Q8C3A1_MOUSE
F8WIE7	F8WIE7_MOUSE
A0A286YDD9	A0A286YDD9_MOUSE
Q3T9Z3	Q3T9Z3_MOUSE
A0A1D5RLL4	A0A1D5RLL4_MOUSE
Q8NHG3	Q8NHG3_MOUSE
A0A3S8DEP0	A0A3S8DEP0_MOUSE
Q6ZQE1	Q6ZQE1_MOUSE
A0A075DC90	A0A075DC90_MOUSE
A0A1D5RMI8	A0A1D5RMI8_MOUSE
Q3TNM0	Q3TNM0_MOUSE
E9PYG9	E9PYG9_MOUSE
Q5R3X1	Q5R3X1_MOUSE
E9LV81	E9LV81_MOUSE
Q60647	Q60647_MOUSE
D6REU3	D6REU3_MOUSE
Q8CEU8	Q8CEU8_MOUSE
H6B8C4	H6B8C4_MOUSE
Q08EN1	Q08EN1_MOUSE
Q3V1Q8	Q3V1Q8_MOUSE
E9QAN5	E9QAN5_MOUSE
Q8BSK6	Q8BSK6_MOUSE
Q9D464	Q9D464_MOUSE
A0A2I3BQS4	A0A2I3BQS4_MOUSE
Q8BPG2	Q8BPG2_MOUSE
Q8BPW7	Q8BPW7_MOUSE
Q8BUV0	Q8BUV0_MOUSE
A0A338P7B7	A0A338P7B7_MOUSE
Q69Z91	Q69Z91_MOUSE
A2A4W1	A2A4W1_MOUSE
Q3TAP7	Q3TAP7_MOUSE
A0A385JBX3	A0A385JBX3_MOUSE
A0A3Q4EGC3	A0A3Q4EGC3_MOUSE
A0A2R8W753	A0A2R8W753_MOUSE
Q3TVV6	Q3TVV6_MOUSE
Q8VEX2	Q8VEX2_MOUSE
Q8VEC1	Q8VEC1_MOUSE
A4FVA2	A4FVA2_MOUSE
A0A0R5RP29	A0A0R5RP29_MOUSE
Q3U9W6	Q3U9W6_MOUSE
Z4YL50	Z4YL50_MOUSE
B7ZC42	B7ZC42_MOUSE
F6QQP6	F6QQP6_MOUSE
F8WJD6	F8WJD6_MOUSE
A0A1Y7VJC1	A0A1Y7VJC1_MOUSE
B2RUG6	B2RUG6_MOUSE
Q3UNU8	Q3UNU8_MOUSE
A0A1B0GSJ2	A0A1B0GSJ2_MOUSE
Q31148	Q31148_MOUSE
Q3TQ22	Q3TQ22_MOUSE
Q3MSC9	Q3MSC9_MOUSE
Q3TBB4	Q3TBB4_MOUSE
Q3TRM5	Q3TRM5_MOUSE
A0A0R4J1J9	A0A0R4J1J9_MOUSE
Q8K4M1	Q8K4M1_MOUSE
Q8R563	Q8R563_MOUSE
Q9CRE1	Q9CRE1_MOUSE
A0A3Q4EIC0	A0A3Q4EIC0_MOUSE
A0A0G2JFZ3	A0A0G2JFZ3_MOUSE
A0A3B2WBF0	A0A3B2WBF0_MOUSE
Q3TQB0	Q3TQB0_MOUSE
A0A3B2WBE4	A0A3B2WBE4_MOUSE
E9PWQ6	E9PWQ6_MOUSE
Q8C3C8	Q8C3C8_MOUSE
Q8C3K4	Q8C3K4_MOUSE
Q8C485	Q8C485_MOUSE
B1NE42	B1NE42_MOUSE
Q3UY08	Q3UY08_MOUSE
Q3V2Y4	Q3V2Y4_MOUSE
A0A0G2JF61	A0A0G2JF61_MOUSE
F6YR19	F6YR19_MOUSE
Q3U1F0	Q3U1F0_MOUSE
A0A1Y7VNG8	A0A1Y7VNG8_MOUSE
H6UK59	H6UK59_MOUSE
Q3U3V2	Q3U3V2_MOUSE
Q3U6X9	Q3U6X9_MOUSE
Q8BN37	Q8BN37_MOUSE
J3JRV3	J3JRV3_MOUSE
Q3UV00	Q3UV00_MOUSE
Q8C509	Q8C509_MOUSE
Q8C574	Q8C574_MOUSE
Q8C734	Q8C734_MOUSE
Q8CCZ2	Q8CCZ2_MOUSE
Q5M8R9	Q5M8R9_MOUSE
Q8C6H4	Q8C6H4_MOUSE
E9Q179	E9Q179_MOUSE
Q3TGQ4	Q3TGQ4_MOUSE
A0A1L1STR9	A0A1L1STR9_MOUSE
Q3TB10	Q3TB10_MOUSE
E0CYV8	E0CYV8_MOUSE
A0A0U1RNT6	A0A0U1RNT6_MOUSE
G3UYW7	G3UYW7_MOUSE
Q3TY13	Q3TY13_MOUSE
Q3TP12	Q3TP12_MOUSE
A0A2R8VHV8	A0A2R8VHV8_MOUSE
A0A3B2WAV1	A0A3B2WAV1_MOUSE
Q5NCR5	Q5NCR5_MOUSE
Q6A049	Q6A049_MOUSE
Q8C259	Q8C259_MOUSE
Q8BNW8	Q8BNW8_MOUSE
Q8C7N5	Q8C7N5_MOUSE
O88254	O88254_MOUSE
Q8C4Q4	Q8C4Q4_MOUSE
A0A0R4J256	A0A0R4J256_MOUSE
Q9D3P3	Q9D3P3_MOUSE
Q9ET00	Q9ET00_MOUSE
J3QNQ8	J3QNQ8_MOUSE
Q05C33	Q05C33_MOUSE
A0A2I3BQE3	A0A2I3BQE3_MOUSE
D2K7E0	D2K7E0_MOUSE
E9Q723	E9Q723_MOUSE
A0A140LHF9	A0A140LHF9_MOUSE
A0A2I3BPT1	A0A2I3BPT1_MOUSE
B8JJ56	B8JJ56_MOUSE
Q3UWG6	Q3UWG6_MOUSE
Q3UWV9	Q3UWV9_MOUSE
A0A0J9YMM3	A0A0J9YMM3_MOUSE
A0A1L1SRQ7	A0A1L1SRQ7_MOUSE
Q8BWB5	Q8BWB5_MOUSE
A0A0J9YUR3	A0A0J9YUR3_MOUSE
F8WI30	F8WI30_MOUSE
E9PY39	E9PY39_MOUSE
E9PYA6	E9PYA6_MOUSE
E9PZH6	E9PZH6_MOUSE
M0QWF4	M0QWF4_MOUSE
Q8CIW8	Q8CIW8_MOUSE
Q8R3B6	Q8R3B6_MOUSE
Q9JL39	Q9JL39_MOUSE
E0CYN5	E0CYN5_MOUSE
Q9DAC8	Q9DAC8_MOUSE
Q8BVI7	Q8BVI7_MOUSE
A0A1B0GQY1	A0A1B0GQY1_MOUSE
Q3U366	Q3U366_MOUSE
D3Z1S0	D3Z1S0_MOUSE
F6WQR2	F6WQR2_MOUSE
Q3UZ49	Q3UZ49_MOUSE
Q5SRF8	Q5SRF8_MOUSE
Q3UP01	Q3UP01_MOUSE
A0A286YCG5	A0A286YCG5_MOUSE
A0A1Y7VLV0	A0A1Y7VLV0_MOUSE
E9QN38	E9QN38_MOUSE
A0A0R4J0N7	A0A0R4J0N7_MOUSE
Q9JJ30	Q9JJ30_MOUSE
A0A0U1RPB5	A0A0U1RPB5_MOUSE
A0A286YDH8	A0A286YDH8_MOUSE
E9Q1U8	E9Q1U8_MOUSE
Q8BW35	Q8BW35_MOUSE
E9Q8N5	E9Q8N5_MOUSE
Q8BZS4	Q8BZS4_MOUSE
Q3TXY2	Q3TXY2_MOUSE
Q8CF48	Q8CF48_MOUSE
Q3U0J2	Q3U0J2_MOUSE
A0A0R4J1D9	A0A0R4J1D9_MOUSE
Q7TMX1	Q7TMX1_MOUSE
Q91XS4	Q91XS4_MOUSE
Q3V310	Q3V310_MOUSE
Q3TWY0	Q3TWY0_MOUSE
Q8BSY7	Q8BSY7_MOUSE
Q8CDA0	Q8CDA0_MOUSE
Q8CH29	Q8CH29_MOUSE
Q920Z4	Q920Z4_MOUSE
A0A3Q4EGE7	A0A3Q4EGE7_MOUSE
Q6TDH0	Q6TDH0_MOUSE
K7TR19	K7TR19_MOUSE
Q8K040	Q8K040_MOUSE
F6Q242	F6Q242_MOUSE
Q9CTX6	Q9CTX6_MOUSE
D3YZB2	D3YZB2_MOUSE
Q99NS9	Q99NS9_MOUSE
Q3TSY8	Q3TSY8_MOUSE
O35411	O35411_MOUSE
A0A1Y7VNR1	A0A1Y7VNR1_MOUSE
Q6IS59	Q6IS59_MOUSE
A0A3B2WCR6	A0A3B2WCR6_MOUSE
A0A1G5SJ37	A0A1G5SJ37_MOUSE
B2RY48	B2RY48_MOUSE
E9QL65	E9QL65_MOUSE
Q8CDT4	Q8CDT4_MOUSE
Q8R145	Q8R145_MOUSE
S4R1C0	S4R1C0_MOUSE
Q9JME4	Q9JME4_MOUSE
B7ZNX3	B7ZNX3_MOUSE
A6X8Z3	A6X8Z3_MOUSE
Q9DAN5	Q9DAN5_MOUSE
A0A1L1SVG6	A0A1L1SVG6_MOUSE
B6ZHC3	B6ZHC3_MOUSE
Q4FJQ2	Q4FJQ2_MOUSE
Q9D8L4	Q9D8L4_MOUSE
S4R1Z9	S4R1Z9_MOUSE
Q3URP7	Q3URP7_MOUSE
Q5DTL2	Q5DTL2_MOUSE
Q9CUD1	Q9CUD1_MOUSE
R4I3X7	R4I3X7_MOUSE
A0A1W2P7Q6	A0A1W2P7Q6_MOUSE
Q62043	Q62043_MOUSE
Q65ZN3	Q65ZN3_MOUSE
Q9CRR9	Q9CRR9_MOUSE
Q1LZM2	Q1LZM2_MOUSE
Q9D5L1	Q9D5L1_MOUSE
A0A0R4J0T3	A0A0R4J0T3_MOUSE
Q8C0J7	Q8C0J7_MOUSE
D3YW62	D3YW62_MOUSE
Q3THB0	Q3THB0_MOUSE
S4R2R9	S4R2R9_MOUSE
E9Q5E0	E9Q5E0_MOUSE
E9Q1K7	E9Q1K7_MOUSE
Q810X5	Q810X5_MOUSE
Q60908	Q60908_MOUSE
J3QNH2	J3QNH2_MOUSE
Q3UDV5	Q3UDV5_MOUSE
E9PVA5	E9PVA5_MOUSE
I6L9D6	I6L9D6_MOUSE
B0V2P5	B0V2P5_MOUSE
Q3TGN4	Q3TGN4_MOUSE
Q3TLH6	Q3TLH6_MOUSE
Q8R3E5	Q8R3E5_MOUSE
A0A3B2WD15	A0A3B2WD15_MOUSE
A2NXF0	A2NXF0_MOUSE
Q8CF19	Q8CF19_MOUSE
Q6R5P6	Q6R5P6_MOUSE
Q3TJ49	Q3TJ49_MOUSE
Q6PAL5	Q6PAL5_MOUSE
Q3THF6	Q3THF6_MOUSE
Q3TU57	Q3TU57_MOUSE
Q3U1V0	Q3U1V0_MOUSE
Q3UGB1	Q3UGB1_MOUSE
A0A2Z4SYI4	A0A2Z4SYI4_MOUSE
Q3TNY3	Q3TNY3_MOUSE
Q3U199	Q3U199_MOUSE
Q31198	Q31198_MOUSE
B1ATJ7	B1ATJ7_MOUSE
Q3UMF6	Q3UMF6_MOUSE
Q3TRR7	Q3TRR7_MOUSE
